Sr No,Raga Name,Archive No.,Audio_Number,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files,,
177,Kafi,IN-AIR-DSA-GT-M00-032486,14367-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PRAKASH SANGEET,PRAKASH SANGEET (VOCAL),,,,,Vocal, TABLA-   VISHWANATH SHIRODKAR	   HARMONIUM-   SEEMA SHIRODKAR,KAFI (ANYTIME),TAPPA TAL,O MIYAN JANE WALE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,22-07-2015 15:33,22-07-2015 15:33,Ingest,1,1,15,,
178,Jait_kalyan,IN-AIR-DSA-GT-M00-024870,12893-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANJIRI ALEGAONKAR,,,MANJIRI ALEGAONKAR,,,Vocal,"TABLA-  VIKAS PURANDRE,  HARMONIUM-  SUYOG KUNDALKAR",JAIT KALYAN (NIGHT),TEEN TAL,PAPIHA NA BOLE,,,,VILAMBIT KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PAPIHA NA BOLE,,PUNE,,16-06-2015 15:21,16-06-2015 15:21,Ingest,1,1,63,,
179,Bihagda,IN-AIR-DSA-GT-M00-040429,20976-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHURUTI SADOLIKAR, PART- 01",,,VIDUSHI SHURUTI SADOLIKAR,,VOCAL RECITAL,Vocal," TABLA-  OMKAR GULVADI,   HARMONIUM-  ANANT JOSHI,  SARANGI- ANWAR HUSSAIN  TANPURA- TEJA TALE& AVANTI VADVEKAR",BIHAGDA (NIGHT),JHAPTAL,"AAJ KO DIN SHUBH DIN, SHUBH DIN AAJ",,,,,,,,,,,,PART- 01,"AAJ KO DIN SHUBH DIN, SHUBH DIN AAJ",HINDUSTANI CLASSICAL INSTRUMENTAL,MAHARASHTRA,,29-10-2015 15:20,29-10-2015 15:20,Ingest,1,1,64,,
180,Deshkaar,IN-AIR-DSA-GT-M00-032468,14322-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. RATNAKAR PAI,RATNAKAR PAI (VOCAL),,,,,Vocal,,DESHKAR (MORNING),,WHO KAHAN LAGAYE.,,,,,SPECIAL RECORDING FOR T & PES ARCHIVES.,,,,,,,CUT-01,,,,,22-07-2015 12:18,22-07-2015 12:18,Ingest,1,1,91,,
181,Janasammohini,IN-AIR-DSA-GT-M00-023944,10835-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH & RAJNISH MISHRA,,,RITESH & RAJNISH MISHRA,,,Vocal Duet,"TABLA-  SHRI NAKUL MISHRA,  HARMONIUM-  AJAY JOGLEKAR",JANASAMMOHINI (NIGHT),EK TAL,PIYA MANAT NAAHI,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 02,PIYA MANAT NAAHI,,DELHI,,11-05-2015 11:25,11-05-2015 11:25,Ingest,1,1,36,,
182,Janasammohini,IN-AIR-DSA-GT-M00-023068,10929-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PT. MANI PRASAD, CUT- 01",MANI PRASAD (VOCAL),,PT. MANI PRASAD,,VOCAL RECITAL,Vocal,"DUET VOCAL:-LALIT PARSAD, TABLA-  KUMAR PANDIT,  HARMONIUM-  DEEPAK PARSAD",JANASAMMOHINI (NIGHT),EK TAL,,,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 1,,,RAIPUR,,12-05-2015 11:48,12-05-2015 11:48,Ingest,1,1,76,,
183,Jaunpuri,IN-AIR-DSA-GT-M00-024310,12150-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. ANJANA NATH,,,SMT. ANJANA NATH,,,Vocal," TABLA-  MUKUND BHALE,   HARMONIUM-  SMT. RUPSHREE BHATTACHARYA",JAUNPURI (MORNING),TEEN TAL,PARABHU MORE BHAROSA,,,,THUMARI,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,PARABHU MORE BHAROSA,,RAIPUR,,05-06-2015 12:33,05-06-2015 12:33,Ingest,1,1,22,,
184,Chayanat,IN-AIR-DSA-GT-M00-025008,13266-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ADITYA KHANDWE,,,ADITYA KHANDWE,,,Vocal,"TABLA-  RAM DAS PARSULE,  HARMONIUM-  SHRI RAM HASABNIS",CHAYANAT (NIGHT),,,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,,,PUNE,,23-06-2015 16:01,23-06-2015 16:01,Ingest,1,1,52,,
185,Shuddha_sarang,IN-AIR-DSA-GT-M00-032401,14000-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,SHUDDHA SARANG (AFTERNOON),TEEN TAL,GHAR JANE DE BALAMA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-10,,,,,10-07-2015 11:35,10-07-2015 11:35,Ingest,1,1,7,,
186,Jayant_malhar,IN-AIR-DSA-GT-M00-024857,12860-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY NISHA PARASNIS,,,NISHA PARASNIS,,,Vocal,"TABLA-  ONKAR GULWARI,  HARMONIUM-  NIRANJAN LELE",JAYANT MALHAR (NIGHT),EK TAL,RITU BARKHA AYE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,RITU BARKHA AYE,,MUMBAI,,16-06-2015 12:03,16-06-2015 12:03,Ingest,1,1,98,,
187,Jhinjhoti,IN-AIR-DSA-GT-M00-024149,11582-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MUJAHID HUSSAIN KHAN,,,MUJAHID HUSSAIN KHAN,,,Vocal," SARANGI-  BHARAT BHUSHAN GOSWAMI, TABLA-  PRASUN CHETTERJEE,  HARMONIUM-  SAJJAD AHMAD",JHINJHOTI (NIGHT),TEEN TAL,,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,,,DELHI,,25-05-2015 15:49,25-05-2015 15:49,Ingest,1,1,27,,
188,Jhinjhoti,IN-AIR-DSA-GT-M00-024688,12767-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PURAVI PARIKH, CUT- 02",,,PURAVI PARIKH,,VOCAL RECITAL,Vocal,TABLA-  ANUTOSH DEGARIYA 	 SARANGI-  FAROOQ KHAN  HARMONIUM-  NIRANJAN LELE,JHINJHOTI (NIGHT),ROOPAK,DATA TUMHI HO,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,MUMBAI,,15-06-2015 12:03,15-06-2015 12:03,Ingest,1,1,31,,
189,Kalavati,IN-AIR-DSA-GT-M00-027010,14870-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY GIRISH CHATTOPADHYAY,,,GIRISH CHATTOPADHYAY`,,VOCAL RECITAL,Vocal," TABLA-   ASIT KUMAR JANA,   HARMONIUM-   HIRANMOY MITRA",KALAVATI (NIGHT),TEEN TAL,"TUM MORE SAIN, SUN SAJANI AAI",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,"TUM MORE SAIN, SUN SAJANI AAIQ",,WEST BENGAL,,03-08-2015 11:05,03-08-2015 11:05,Ingest,1,1,40,,
190,Jhinjhoti,IN-AIR-DSA-GT-M00-024008,11068-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY USTAD SHAUKAT HUSSAIN KHAN,,,USTAD SHAUKAT HUSSAIN KHAN,,,Vocal," TABLA-   SHRI PRITHIVI RAJ MISHRA,  SARANGI-  ALLAH RAKKHA,   HARMONIUM-   RAJU KHANDELWAL",JHINJHOTI (NIGHT),EK TAL,,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,,,AHMEDABAD,,14-05-2015 12:45,14-05-2015 12:45,Ingest,1,1,105,,
191,Jhoola,IN-AIR-DSA-GT-M00-023042,10840-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SMT. AVANTIKA CHAKRAVARTI, CUT- 05",,,SMT. AVANTIKA CHAKRAVARTI,,VOCAL RECITAL,Vocal," SARANGI-  KANHAIYA LAL MISHR,  HARMONIUM-  METHAB KHAN,TABLA-  NAND KISHOR MISHRA",JHOOLA (NIGHT),KEHARWA,JHOOLA DHERE SE JULAO BANVARI,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EPI- 05,,,VARANASI,,11-05-2015 11:33,11-05-2015 11:33,Ingest,1,1,15,,
192,Bhairavi,IN-AIR-DSA-GT-M00-032371,13902-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIKAS KASHALKAR,,,,,,Vocal, TABLA-   BHARAT KAMATH  HARMONIUM-  SUYOG KUNDALKAR TANPURA- DEEPA MALVANKAR & UDAY KALE,BHAIRAVI (MORNING),,KARAN MOHE LAAGE KANHAI.,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,08-07-2015 16:03,08-07-2015 16:03,Ingest,1,1,19,,
193,Basant_bahar,IN-AIR-DSA-GT-M00-027424,15758-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY POORNIMA BHATT KULKARNI,,,POORNIMA BHATT KULKARNI,,VOCAL RECITAL,Vocal,"TABLA- VISHWANATH NAKOD,  HARMONIUM- VYASAMURTHI KATTI",BASANT BAHAR (NIGHT),TEEN TAL,NAVELI KALI KOYAL BOLE,,,,TARANA,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,,,KARNATAKA,,13-08-2015 15:39,13-08-2015 15:39,Ingest,1,1,27,,
194,Sohni,IN-AIR-DSA-GT-M00-032340,13741-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VINAYAK TORVI,VINAYAK TORVI (VOCAL),,,,,Vocal, TABLA-   RAVINDRA YAVGAL  HARMONIUM-  DR.RAVINDRA KATODI,SOHINI (NIGHT),TEEN TAL,KAHE AB TUM,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,06-07-2015 16:39,06-07-2015 16:39,Ingest,1,1,27,,
195,Jog,IN-AIR-DSA-GT-M00-024706,12847-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY NEHA RANJAN BANERJEE, CUT- 02",,,NEHA RANJAN BANERJEE,,VOCAL RECITAL,Vocal,  HARMONIUM-   SUDHANSHU KULKARNI  TABLA-   PT. RAGHUNATH NAKOD,JOG (NIGHT),,,,,,,AKASHWANI SNGEET  SAMMELAN- 2010,,,,,,,,,,DHARWAD,,16-06-2015 11:25,16-06-2015 11:25,Ingest,1,1,29,,
196,Jog,IN-AIR-DSA-GT-M00-023893,10713-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SANCHAITA CHAUDHARY, PART- 01",,,SANCHAITA CHAUDHARY,,,Vocal, TABLA-  SAMAR SAHA 	  HARMONIUM-   HIRANMOY MITRA 	 SARANGI-  SARWAR HUSSAIN,JOG (NIGHT),ROOPAK,O BALMA TUMHARE BINA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,O BALMA TUMHARE BINA,,KOLKATA,,07-05-2015 11:49,07-05-2015 11:49,Ingest,1,1,29,,
197,Jog,IN-AIR-DSA-GT-M00-025043,11074-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY K.V. NANDA KUMAR,CUT- 02",,,K.V. NANDA KUMAR,,VOCAL RECITAL,Vocal," TABLA-  PT.  RAVINDRA YAVGAL ,  VIOLIN-   C.N. CHANDRA SHEKHAR ,  HARMONIUM-  DR. RAVINDRA KATOTI",JOG (NIGHT),ROOPAK,,,,,MADHYALAYA GAT,NATIONAL PROGRAM OF MUSIC,,,,,,,PART 1,,,BANGALORE,,14-05-2015 14:23,14-05-2015 14:23,Ingest,1,1,44,,
198,Jog,IN-AIR-DSA-GT-M00-024606,12460-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY AMIT MUKHERJEE,CUT- 01",,,AMIT MUKHERJEE,,VOCAL RECITAL,Vocal, TABLA-  SANDEEP KUMAR RAI CHAUDHARY   HARMONIUM-  SMT.RUPUSHREE BHATTACHARYA,JOG (NIGHT),ROOPAK,O BALMA KAB GHAR AYENGE,,,,MADHYALAYA KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,10-06-2015 14:40,10-06-2015 14:40,Ingest,1,1,45,,
199,Jog,IN-AIR-DSA-GT-M00-023057,10884-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PT.PREM KUMAR MALIK, CUT- 02",PREM KUMAR MALLIK (VOCAL),,PT.PREM KUMAR MALIK,,VOCAL RECITAL,Vocal," PAKHAWAJ- KAUSHIK KUMAR MALIK,  SARANGI-  SANTOSH KR.MISHRA",JOG (NIGHT),,KHELAN AYE HARI KANIE,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 2,,,SILIGURI,,11-05-2015 15:02,11-05-2015 15:02,Ingest,1,1,45,,
200,Jog,IN-AIR-DSA-GT-M00-024225,11826-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ANIRUDH BHATTACHARYA,,,ANIRUDH BHATTACHARYA,,,Vocal," TABLA-  SATYAVRAT CHATTERJEE,   HARMONIUM-  AMITABH BHATTACHARYA",JOG (NIGHT),ROOPAK,O BALMA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,O BALMA,,KOLKATA,,01-06-2015 14:37,01-06-2015 14:37,Ingest,1,1,48,,
201,Jog,IN-AIR-DSA-GT-M00-024186,11687-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHARAD SUTAVANE,SHARAD SUTAVANE (VOCAL),,SHARAD SUTAVANE,,,Vocal," TABLA-  PANDIT MADAN MISHR,   HARMONIUM-  ANANT KEMKAR",JOG (NIGHT),TEEN TAL,PALKAN NAHIN NINDYA AAJ MOHE,,,,,AKHIL BHARTIYA RAVIVASRIYA SANGEET SABHA,,,,,,,PART 01,PALKAN NAHIN NINDYA AAJ MOHE,,MUMBAI,,27-05-2015 11:28,27-05-2015 11:28,Ingest,1,1,49,,
202,Jog_kauns,IN-AIR-DSA-GT-M00-024497,12072-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY MANJUSHA KULKARNI PATIL, CUT- 02",,,MANJUSHA KULKARNI PATIL,,VOCAL RECITAL,Vocal,TABLA-  MILIND POTE   HARMONIUM-  SHRI RAM HASABNIS,JOG (NIGHT),EK TAL,SUDHAR BAR PAYA NEKI BANKE,,,,VILAMBIT &DRUT GAT,AKASHWANI SANGEET SABHA PROGRMME OF MUSIC),,,,,,,,,,GORAKHPUR,,04-06-2015 14:29,04-06-2015 14:29,Ingest,1,1,49,,
203,Jog,IN-AIR-DSA-GT-M00-024148,11553-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHRI ARNAB CHATTERJEE,,,SHRI ARNAB CHATTERJEE,,,Vocal," TABLA-  SHRI SUBHANKAR BANERJEE,   HARMONIUM-  SHRI SOHAN LAL  SHARMA",JOG (NIGHT),TEEN TAL,PEHARVA KO,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,PEHARVA KO,,KOLKATA,,25-05-2015 12:45,25-05-2015 12:45,Ingest,1,1,59,,
204,Jog,IN-AIR-DSA-GT-M00-024733,12924-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG, CUT- 01",,,BALDEV SHARAN NARANG,,VOCAL RECITAL,Vocal," TABLA-   KALE RAM, SARANGI-  SHAMINDAR PAL SINGH (STAFF)",JOG (NIGHT),EK TAL,JOGI BHAY SHYAM,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,SANTOSH RISHI,STAFF,PREET INDER DHILLON PARAMJIT SINGH (PEX),,,,,JALANDHAR,,16-06-2015 16:37,16-06-2015 16:37,Ingest,1,1,61,,
205,Jog,IN-AIR-DSA-GT-M00-024413,12662-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RATAN MOHAN SHARMA,,,RATAN MOHAN SHARMA,,,Vocal," TABLA-  KALINATH MISHRA,   HARMONIUM-   NIRANJAN LELE",JOG (NIGHT),EK TAL,PIYA GHAR NA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PIYA GHAR NA,,MUMBAI,,12-06-2015 14:41,12-06-2015 14:41,Ingest,1,1,65,,
206,Jog,IN-AIR-DSA-GT-M00-024626,12514-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY,BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,VOCAL RECITAL,Vocal," TABLA-   SUJIT SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA, TANPURA-  MITA HALDAR",JOG (NIGHT),EK TAL,PIHARWA KO VIRMAO,,,,VILAMBIT KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,11-06-2015 11:39,11-06-2015 11:39,Ingest,1,1,70,,
207,Jog_kauns,IN-AIR-DSA-GT-M00-022196,8264-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. VIDYA KATGADE  (TAAL-VILAMBIT IN EK TAAL & MADHIYALAY IN TEEN TAAL) PART 03,,,SMT. VIDYA KATGADE,,,Vocal,"TABLA-  SHRI MILIND POTEY,  HARMONIUM-  CHAITANYA KUNTEY",JOG KAUNS (NIGHT),TEEN TAL,AAO PIYARE MIT HAMARE... PRITAM TUM PARAN TO PIYARO,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  SHRI MILIND POTEY,  HARMONIUM-  CHAITANYA KUNTEY",,,,,,PART 03,,,,,11-02-2015 14:47,11-02-2015 14:47,Ingest,1,1,30,,
208,Jog_kauns,IN-AIR-DSA-GT-M00-024205,11736-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT.VIRAJ AMAR,,,SMT.VIRAJ AMAR,,,Vocal,"TABLA-  SHRI VINOD VESHAV,  SARANGI-  SHRI ALLARAKKHA KALAWANT,  HARMONIUM- JAYANT PHARKE",JOG KAUNS (NIGHT),EK TAL,JAGAT HAI SAMAJH SAPNA,,,,,RAVIVASARIYE AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 03,JAGAT HAI SAMAJH SAPNA,,AHMEDABAD,,28-05-2015 14:22,28-05-2015 14:22,Ingest,1,1,36,,
209,Jog_kauns,IN-AIR-DSA-GT-M00-022183,8251-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PRABHAKR KASHYAP &  DIWAKAR KASHYAP (TAAL-VILAMBIT IN ROOPAK TAAL & MADHIYALAY IN EK TAAL) PART 02,,,PRABHAKR KASHYAP &  DIWAKAR KASHYAP,,,Vocal Duet,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",JOG KAUNS (NIGHT),EK TAL,TU KARTAR (TU HI DATA TU HI VIDATA)  JAGAT HAI SAMAJ SAPNA (ANT KAL KO NAHU),,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",,,,,,PART 02,,,,,10-02-2015 16:38,10-02-2015 16:38,Ingest,1,1,57,,
210,Jog_kauns,IN-AIR-DSA-GT-M00-024111,11463-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. KALYANI DESHMUKH,KALYANI DESHMUKH (VOCAL),,DR. KALYANI DESHMUKH,,,Vocal," TABLA-  SANDESH POPPATKAR,   HARMONIUM-  JAYRAM POTDAR,  TANPURA- RAJENDRAZOHRAPURKAR",JOG KAUNS (NIGHT),EK TAL,SAGUN BHAYO AAJ,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SAGUN BHAYO AAJ,,NAGPUR,,21-05-2015 14:51,21-05-2015 14:51,Ingest,1,1,63,,
211,Puriya,IN-AIR-DSA-GT-M00-027043,14983-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PARMESHWAR HEGDE,PARMESHWAR HEGDE (VOCAL),,PARMESHWAR HEGDE,,VOCAL RECITAL,Vocal," TABLA-   GOPAL KRISHAN HEGDE,   HARMONIUM-   DR. SHUDHANSHU KULKARNI",PURIYA (EVENING),EK TAL,,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,,,GUJARAT,,04-08-2015 12:37,04-08-2015 12:37,Ingest,1,1,64,,
212,Jog_kauns,IN-AIR-DSA-GT-M00-022145,8188-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY (TAAL-VILAMBIT EK TAAL & DRUT IN TEEN TAAL),BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,,Vocal,"TABLA-  PT. SUJIT SAHA,  HARMONIUM-  RUPASHREE BHATTACHARYA",JOG KAUNS (NIGHT),TEEN TAL,SUGHAR GHAR PAYO PIR PARAYI,,,,,NATIONAL PROG. OF MUSIC,"TABLA-  PT. SUJIT SAHA,  HARMONIUM-  RUPASHREE BHATTACHARYA",,,,,,,,,KOLKATA,,09-02-2015 12:44,09-02-2015 12:44,Ingest,1,1,70,,
213,Jog_kauns,IN-AIR-DSA-GT-M00-024075,11342-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. MINAL  MATEGAOKAR,,,DR. MINAL  MATEGAOKAR,,,Vocal," TABLA-  PRASAD PADHEY,   HARMONIUM-  SUDHIR NAYAK",JOG KAUNS (NIGHT),EK TAL,SUGARH VAR PAYO,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SUGARH VAR PAYO,,MUMBAI,,20-05-2015 11:55,20-05-2015 11:55,Ingest,1,1,79,,
214,Des,IN-AIR-DSA-GT-M00-024981,13163-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SUSHRI RUCHIRA KALE,,,SUSHRI RUCHIRA KALE,,,Vocal," TABLA-  SALIM ALLAHA WALE,  SARANGI-  ALLHA RAKHA KALAWANT,   HARMONIUM-   VISHWNATH KANHERE",DES (NIGHT),TEEN TAL,GHAN GAGAN GHAN GHUMAD,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 03,GHAN GAGAN GHAN GHUMAD,,AHMEDABAD,,22-06-2015 11:37,22-06-2015 11:37,Ingest,1,1,18,,
215,Kafi,IN-AIR-DSA-GT-M00-024294,12087-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal,"TABLA-  USTAD HIDAYAT KHAN,  SARANGI-  LIAQAT ALI KHAN,  HARMONIUM-  AJAY JOGLEKAR",KAFI (ANYTIME),,PIYA TO MANAT NAAHIN,,,,THUMARI,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,PIYA TO MANAT NAAHIN,,DELHI,,04-06-2015 14:53,04-06-2015 14:53,Ingest,1,1,20,,
216,Kafi,IN-AIR-DSA-GT-M00-024537,12246-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RUNA DEY CUT- 02,,,RUNA DEY,,VOCAL RECITAL,Vocal," TABLA-  RAVINATH MISHRA  SARANGI- USTAD NASIR KHAN, TANPURA- KALYANI CHATERJEE",KAFI (ANYTIME),DEEPCHANDI,NA MARO PICHKARI RANG BHARI,,,,HORI,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,LUCKNOW,,08-06-2015 11:46,08-06-2015 11:46,Ingest,1,1,25,,
217,Kafi,IN-AIR-DSA-GT-M00-027072,15086-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,VOCAL RECITAL,Vocal," TABLA-   PARIMAL CHAKRABORTY,   HARMONIUM-   HIRANMAY MITRA",KAFI (THUMARI) (ANYTIME),,,,,,,AKHIL BHARTIYA RAVIVASRIYA KARYKRAM,,,,,,,PART 04,,,WEST BENGAL,,05-08-2015 15:39,05-08-2015 15:39,Ingest,1,1,26,,
218,Kafi,IN-AIR-DSA-GT-M00-023038,10825-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SMT. AVANTIKA CHAKRAVARTI, CUT- 01",,,SMT. AVANTIKA CHAKRAVARTI,,VOCAL RECITAL,Vocal," SARANGI-  KANHAIYA LAL MISHR,  HARMONIUM-  METHAB KHAN,TABLA-  NAND KISHOR MISHRA",KAFI (THUMARI) (ANYTIME),JHAPTAL,JAB SE SHYAM SIDHARE,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EPI- 01,,,VARANASI,,11-05-2015 11:06,11-05-2015 11:06,Ingest,1,1,33,,
219,Shahana_kanada,IN-AIR-DSA-GT-M00-032520,14424-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SHAHANA KANADA (NIGHT),TEEN TAL,SUNDAR ANGANA BETI.,,,,DRUT GAT,SPECIAL RECORDING FOR AIR,,,,,,,CUT-06,,,,,23-07-2015 15:24,23-07-2015 15:24,Ingest,1,1,9,,
220,Kafi,IN-AIR-DSA-GT-M00-024333,12239-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRIESH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",KAFI (ANYTIME),,O MIYAN JANE WALE,,,,TAPPA,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 03,O MIYAN JANE WALE,,MUMBAI,,08-06-2015 11:06,08-06-2015 11:06,Ingest,1,1,9,,
221,Kafi,IN-AIR-DSA-GT-M00-024281,12036-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MEETA PANDIT,,,MEETA  PANDIT,,,Vocal," TABLA-  PRASUN CHATTERJEE,  SARANGI- MURAD ALI,  HARMONIUM-  MEHMOOD DHOLPURI",KAFI (ANYTIME),,O MIYAN WE JANAE WALE,,,,TAPPA,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,O MIYAN WE JANAE WALE,,DELHI,,04-06-2015 11:15,04-06-2015 11:15,Ingest,1,1,14,,
222,Kafi,IN-AIR-DSA-GT-M00-024671,12725-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY LAXMI KRISHNA RAO PANDIT,CUT- 02",,,LAXMI KRISHNA RAO PANDIT,,VOCAL RECITAL,Vocal, SARANGI-  PT. BHARAT BHUSHAN GOSWAMI  TABLA-   PRASUN CHATTERJEE   HARMONIUM-   MEHMOOD DHAULPURI,KAFI (ANYTIME),,,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,12-06-2015 16:04,12-06-2015 16:04,Ingest,1,1,17,,
