Audio_file,Raga Name,Tonic,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files
Jait_kalyan-1,Jait_kalyan,G,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SUSHILA RANI PATEL,SUSHILA RANI PATEL (VOCAL),,,,,Vocal,,JAIT KALYAN (NIGHT),TEEN TAL,PAPHI AAN,,,,,REC. FOR T & PES ARCHIVES.PROGRAMME TO BE EDITED.,,,,,,,PART-01,,,,,22-07-2015 11:07,22-07-2015 11:07,Ingest,1,1,113
Nayaki_kanada-12,Nayaki_kanada,D,"HINDUSTANI CLASSICAL VOCAL BY SHRI SUDHIR POTE, CUT- 02",,,SHRI SUDHIR POTE,,VOCAL RECITAL,Vocal, TABLA-  UD. ZAFAR MOHMMAD   HARMONIUM-  SUDHIR YARD  TANPURA- DR. SURBHI ARYA,NAYAKI KANADA (NIGHT),TEEN TAL,MERO PIYA RASYA,,,,MADHYALAYA GAT,AKASHWANI SANGEET SAMMELAN SEPTEMBER- 2013 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,UDAIPUR,,04-06-2015 11:22,04-06-2015 11:22,Ingest,1,1,23
Khamaj-7,Khamaj,C#,"HINDUSTANI CLASSICAL VOCAL BY PT. RAMCHATUR MALLIK, CUT- 02",RAM CHATUR MALLICK (Pundit) (VOCAL),,PT. RAMCHATRU MALLICK,,VOCAL RECITAL,Vocal," SARANGI- PT. INDER LAL DHANDHRA, PAKHAWAJ &  TABLA-  PT. RAM ASHISH PATHAK",KHAMAJ (NIGHT),,,,,,THUMARI,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,03-06-2015 14:28,03-06-2015 14:28,Ingest,1,1,22
Gorakh_kalyan-1,Gorakh_kalyan,C#,"HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG, CUT- 02",,,BALDEV SHARAN NARANG,,VOCAL RECITAL,Vocal, TABLA-  KALE RAM   HARMONIUM-  MAHMOOD DHAULPURI  SARANGI-  SHAMINDER PAL SINGH  TANPURA- TEJINDER SINGH &,GORAKH KALYAN (NIGHT),EK TAL,POORAN JOG KAMAO,,,,MADHYALAYA GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,JALANDHAR,,23-06-2015 10:46,23-06-2015 10:46,Ingest,1,1,28
Khamaj-2,Khamaj,G#,"HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY, CUT- 02",BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,VOCAL RECITAL,Vocal," TABLA-   SUJIT SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA, TANPURA-  MITA HALDAR",KHAMAJ (NIGHT),,DHYAN LAGO MOHE TORA,,,,THUMARI,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,11-06-2015 11:58,11-06-2015 11:58,Ingest,1,1,29
Khamaj-5,Khamaj,A,HINDUSTANI CLASSICAL VOCAL BY SMT. SADHANA DESHMUKH MOHITE,,,SMT. SADHANA DESHMUKH MOHITE,,,Vocal," TABLA-  ANANT MASOLKAR,   HARMONIUM-  MAHESH DUTT PANDEY,  TANPURA- SMT. SADHANA GORE",KHAMAJ (NIGHT),,,,,,,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 02,,,GWALIOR,,25-05-2015 11:25,25-05-2015 11:25,Ingest,1,1,30
Majh_khamaj-2,Majh_khamaj,C#,"HINDUSTANI CLASSICAL VOCAL BY DHARAM NATH MISHRA, CUT- 01",,,DHARAM NATH MISHRA,,VOCAL RECITAL,Vocal, TABLA-  THAKUR PRASAD MISHRA  SARANGI-  VINOD KUMAR MISHRA,MANJH KHAMAJ (EVENING),,JAG PARI MAIN TO PIYA KE JAGAYE,,,,THUMARI,AKASHWANI SANGEET SAMMELAN 29 SEPTEMBER- 2012 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,HISSAR,,04-06-2015 11:37,04-06-2015 11:37,Ingest,1,1,36
Bhopali-4,Bhopali,C#,HINDUSTANI CLASSICAL VOCAL BY PT. JAGDISH PRASAD,JAGDISH PRASAD PANDIT (VOCAL),,PT. JAGDISH PRASAD,,VOCAL RECITAL,Khayal," TABLA-   PT.ANINDO CHATOPADHYAYA, SARANGI-  MURAD ALI,  HARMONIUM-  SOHAN LAL SHARMA",BHOPALI (NIGHT),EK TAL,PRABHU RANG BINA,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,18-06-2015 15:56,18-06-2015 15:56,Ingest,1,1,91
Deshi-1,Deshi,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,DESI TODI (MORNING),EK TAL,BHAYE PARDES LOGWA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-07,,,,,23-07-2015 11:56,30-05-2019 12:57,Manager,1,1,10
Khamaj-13,Khamaj,E,HINDUSTANI CLASSICAL VOCAL BY NISHAD BAAKRE,,,NISHAD BAAKRE,,,Vocal,"TABLA-  SATYAJEET TALWALKAR,  HARMONIUM- SUDHIR NAIK",KHAMAJ (NIGHT),ADA TEENTAL,SAKHI SANVARE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 03,SAKHI SANVARE,,MUMBAI,,15-06-2015 15:10,15-06-2015 15:10,Ingest,1,1,16
Janasammohini-1,Janasammohini,C,"HINDUSTANI CLASSICAL VOCAL BY PT. MANI PRASAD, RAGA- JANSAMBODHANI",MANI PRASAD (VOCAL),,PT. MANI PRASAD,,VOCAL RECITAL,Vocal,TABLA-  KUMAR PANDIT   HARMONIUM-  DEEPAK PRASAD VOCAL SUPPORT- LALEET PRASAD,N/A (),EK TAL,"MORA JIYA NAHI LAAGE, SAJAN MAN BHAYE MORIAALI",,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,"MORA JIYA NAHI LAAGE, SAJAN MAN BHAYE MORIAALI",,CHATTISGARH,,31-07-2015 14:28,31-07-2015 14:28,Ingest,1,1,60
Puriya_kalyan-9,Puriya_kalyan,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,PURIYA KALYAN (EVENING),EK TAL,AAJ AISO BANA BAN AAYO.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-03,,,,,23-07-2015 15:10,23-07-2015 15:10,Ingest,1,1,10
Kirwani-1,Kirwani,D,HINDUSTANI CLASSICAL VOCAL BY DR. MOHAN KUMAR DAREKAR,,,DR. MOHAN KUMAR DAREKAR,,,Vocal," TABLA-  GOVIND PRASAD CHARKAVARTI,  SARANGI- SHAMINDRA PAL SINGH,  TANPURA- ANNU VERMA & SATVINDAR KAUR",KIRWANI (NIGHT),ROOPAK,DARAS DIKAO SUNDAR SHAYAM,,,,,AKASHWANI SANGEET SAMMELAN- 2010 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,DARAS DIKAO SUNDAR SHAYAM,,JALANDHAR,,05-06-2015 12:46,05-06-2015 12:46,Ingest,1,1,32
Bihari-1,Bihari,G#,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHURUTI SADOLIKAR, PART- 01",,,VIDUSHI SHURUTI SADOLIKAR,,VOCAL RECITAL,Vocal," TABLA-  OMKAR GULVADI,   HARMONIUM-  ANANT JOSHI,  SARANGI- ANWAR HUSSAIN  TANPURA- TEJA TALE & AVANTI VADVEKAR",BIHARI (NIGHT),,,,,,,,,,,,,,PART- 01,,HINDUSTANI CLASSICAL VOCAL,MAHARASHTRA,,29-10-2015 15:29,29-10-2015 15:29,Ingest,1,1,40
Yaman-2,Yaman,A#,HINDUSTANI CLASSICAL VOCAL BY APARNA PANSHIKAR,,,APARNA PANSHIKAR,,VOCAL RECITAL,Vocal," TABLA-   SALEEM ALLAH WALE,   HARMONIUM-   ZAMEER KHAN",YAMAN (EVENING),JHAPTAL,SUNIO HARI AAWAN KI AAWAJ,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,SUNIO HARI AAWAN KI AAWAJ,,UTTAR PRADESH,,03-08-2015 11:11,03-08-2015 11:11,Ingest,1,1,56
Puriya_kalyan-5,Puriya_kalyan,D#,HINDUSTANI CLASSICAL VOCAL BY PT. BHOLA NATH MISHRA,BHOLA NATH MISHRA (VOCAL),,,,,Vocal," TABLA-   ANUP GHOSH,   HARMONIUM-   GAGAN,  TANPURA-  SARLA THAKUR & MADAN JHALTA,  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI",PURIYA KALYAN (EVENING),EK TAL,,,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN - 2011,,,,,,,CUT-01,,,,,09-09-2015 11:00,09-09-2015 11:00,Ingest,1,1,74
Madhukauns-2,Madhukauns,D#,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH MISHRA &  RAJNISH MISHRA,,,RITESH MISHRA &  RAJNISH MISHRA,,,Vocal Duet,"TABLA-  SHAILENDRA MISHRA,  HARMONIUM-  VINAY MISHRA, TANPURA- ANSHUMATI & PARAMJIT KAUR",MADHUKAUNS (NIGHT),TEEN TAL,KALNA PARE AIRI ALEE PIYA KE BINA,,,,,"AKASHWANI SANGEET SAMMELAN, 29 SEPTEMBER 2012 AT GURU NANAK AUDITORIUM (SPECIAL PROGRAMME OF MUSIC)",,,,,,,PART 02,KALNA PARE AIRI ALEE PIYA KE BINA,,JALANDHAR,,03-06-2015 15:20,03-06-2015 15:20,Ingest,1,1,29
Madhukauns-1,Madhukauns,D,HINDUSTANI CLASSICAL VOCAL BY DINA NATH MISHRA (TAAL-MADHIYA LAY & DRUT IN TEEN TAAL) PART 02,DINA NATH MISHRA (PUNDIT) (VOCAL),,DINA NATH MISHRA,,,Vocal,,MADHUKAUNS (NIGHT),TEEN TAL,,,,,,AKASHVANI SANGEET SAMMELAN-2012,,,,,,,PART 02,,,,,09-02-2015 11:19,09-02-2015 11:19,Ingest,1,1,30
Madhukauns-3,Madhukauns,G#,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRIESH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",MADHUKAUNS (NIGHT),ROOPAK,JO BAN MANMATI NAR,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,JO BAN MANMATI NAR,,MUMBAI,,08-06-2015 11:02,08-06-2015 11:02,Ingest,1,1,35
Malkauns-5,Malkauns,G#,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHARJEE,,,,,,Vocal, TABLA-   AANEES PRADHAN   HARMONIUM-  SUDHER NAYAK,MALKAUNS (NIGHT),EK TAL,"DUF MRINDANG BAJE RE, AALI MORE GHAR AAYE",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,28-07-2015 12:25,28-07-2015 12:25,Ingest,1,1,78
Megh-2,Megh,D,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH MISHRA & RAJINSH MISHRA,,,,,,Vocal Duet, TABLA-  USDAD MOHAMMED AKRAM KHAN  HARMONIUM-  MAHMOOD DHOLPURI.,MEGH (NIGHT),EK TAL,DHIR DHARUN KAISE & KAJRA KARE KARE.,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,10-07-2015 11:58,10-07-2015 11:58,Ingest,1,1,99
Malkauns-10,Malkauns,D#,HINDUSTANI CLASSICAL VOCAL BY MOHAN LAL MISHRA,,,MOHAN LAL MISHRA,,,Vocal," TABLA-  PT. SOHANLAL MISHRA,   HARMONIUM-  RUPOSHRI BHATTACHARYA",MALKAUNS (NIGHT),JHAPTAL,MORA BHAAG JAGE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,MORA BHAAG JAGE,,KOLKATA,,08-06-2015 13:09,08-06-2015 13:09,Ingest,1,1,34
Malkauns-8,Malkauns,A#,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SUMITRA GUHA, CUT- 02",SUMITRA GUHA (VOCAL),,VIDUSHI SUMITRA GUHA,,VOCAL RECITAL,Vocal, TABLA-   MITHILESH JHA   HARMONIUM-   MEHMOOD DHAUL PURI  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,MALKAUNS (NIGHT),JHAPTAL,MAHADEV BHAJ RE,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,11-06-2015 12:26,11-06-2015 12:26,Ingest,1,1,49
Malkauns-1,Malkauns,D,HINDUSTANI CLASSICAL VOCAL BY ARSHAD ALI KHAN,,,ARSHAD ALI KHAN,,,Vocal," TABLA-  USTAD MOHD.  AKRAM KHAN,  SARANGI- MURAD ALI KHAN",MALKAUNS (NIGHT),JHOOMRA,JINKE MAN RAM BRAJE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,JINKE MAN RAM BRAJE,,DELHI,,21-05-2015 15:24,21-05-2015 15:24,Ingest,1,1,53
Maru_bihaag-6,Maru_bihaag,A,HINDUSTANI CLASSICAL VOCAL BY MADHURI OKA,MADHURI OKA (VOCAL),,,,,Vocal, TABLA-   SATISH CHANDRA CHAUDHARY   VIOLIN-    RATNAKAR GOKHALE,MARU BIHAG (NIGHT),EK TAL,"RASIYA HO NAHIN JAYO, BANWARI BHAYE BIRHAN.",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,29-07-2015 11:45,29-07-2015 11:45,Ingest,1,1,57
Malkauns-3,Malkauns,A,HINDUSTANI CLASSICAL VOCAL BY RUNA DEY CUT- 01,,,RUNA DEY,,VOCAL RECITAL,Vocal," TABLA-  RAVINATH MISHRA  SARANGI- USTAD NASIR KHAN, TANPURA- KALYANI CHATERJEE",MALKAUNS (NIGHT),EK TAL,KAHE KARAT HAI GUMAN,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,LUCKNOW,,08-06-2015 10:58,08-06-2015 10:58,Ingest,1,1,57
Jog-14,Jog,C#,HINDUSTANI CLASSICAL VOCAL BY VIDYA DHAR PRASAD MISHRA,,,VIDYA DHAR PRASAD MISHRA,,,Vocal," TABLA-  PURAN KUMAR MISHRA,   HARMONIUM-  SHAMSHAD AHMED KHAN",JOG (NIGHT),EK TAL,JOG KAISE DHARAN KAROON,,,,VILAMBIT KHAYAL,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,JOG KAISE DHARAN KAROON,,ALLAHABAD,,17-06-2015 15:24,03-07-2015 15:50,Manager,1,1,60
Lalit-1,Lalit,D#,HINDUSTANI CLASSICAL VOCAL BY MS. MEETA PANDIT,,,,,,Vocal, TABLA-   RAM DAS PARSULE   HARMONIUM-   PRAMOD MARATHE,LALIT (MORNING),TILWADA,"MORE GHAR AAO, MORE GHUNGARWA.",,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,CUT-01,,,,,29-07-2015 12:14,29-07-2015 12:14,Ingest,1,1,61
Shuddha_kalyan-12,Shuddha_kalyan,A#,HINDUSTANI CLASSICAL VOCAL BY MALINI MUKHOPADHYAY,,,MALINI MUKHOPADHYAY,,VOCAL RECITAL,Vocal,TABLA-  PARIMAL CHAKRAVERTY HARMONIUM-  RATAN NAT,SHUDDHA KALYAN (EVENING),JHOOMRA,KARAM KARO,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,12-06-2015 16:14,12-06-2015 16:14,Ingest,1,1,61
Malkauns-4,Malkauns,D#,HINDUSTANI CLASSICAL VOCAL BY RAJINDAR SINGH,,,RAJENDRA SINGH,,,Vocal,"TABLA-  VINOD LELE, HAMONIUM- PAROMITA MUKHERJEE",MALKAUNS (NIGHT),EK TAL,PEER NA JANI,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,PEER NA JANI,,DELHI,,04-06-2015 13:11,04-06-2015 13:11,Ingest,1,1,67
Malkauns-9,Malkauns,D,HINDUSTANI CLASSICAL VOCAL BY MASHQOOR ALI KHAN,MASHQOOR ALI KHAN (VOCAL),,MASHQOOR ALI KHAN,,,Vocal," TABLA-  USTAD JAAFAR MOHAMMAD,   HARMONIUM-  SUDHANSHU KULKARNI,  SARANGI- SARWAR HUSSAIN",MALKAUNS (NIGHT),JHAPTAL,LAO SAMJHAIN AIRI MORE PIYA KO,,,,,AKASHWANI SANGEET SAMMELAN-2010 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,LAO SAMJHAIN AIRI MORE PIYA KO,,BANGALORE,,05-06-2015 14:50,05-06-2015 14:50,Ingest,1,1,71
Malkauns-2,Malkauns,A#,HINDUSTANI CLASSICAL VOCAL BY MALINI MUKHOPADHYAY,,,MALINI MUKHOPADHYAY,,,Vocal,"TABLA-  PARIMAL CHAKRABORTY,  HARMONIUM-  RATAN NAT",MALKAUNS (NIGHT),JHOOMRA,JINKE MAN RAM BIRAJE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,JINKE MAN RAM BIRAJE,,DELHI,,08-06-2015 14:11,03-07-2015 15:43,Manager,1,1,77
Maru_bihaag-1,Maru_bihaag,A#,HINDUSTANI CLASSICAL VOCAL BY MANDIRA LAHIRI,,,MANDIRA LAHIRI,,VOCAL RECITAL,Vocal," TABLA-  USTAD SABIR KHAN,   HARMONIUM-  HIRANMOY MITRA",MARU BIHAG (NIGHT),EK TAL,AALI RE KAISE JAOON,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AALI RE KAISE JAOON,,WEST BENGAL,,23-07-2015 11:09,23-07-2015 11:09,Ingest,1,1,79
Anand_bhairav-1,Anand_bhairav,C#,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,ANAND BHAIRAV (MORNING),TEEN TAL,RAAT BHAI MOHE TADPAT AALI & JAB SE AANKH MORI.,,,,TARANA,,,,,,,,CUT-06,,,,,09-07-2015 15:58,09-07-2015 15:58,Ingest,1,1,9
Malkauns-6,Malkauns,C#,HINDUSTANI CLASSICAL VOCAL BY USTAD GHULAM SADIQ KHAN,GHULAM SADIQ KHAN (VOCAL),,USTAD GHULAM SADIQ KHAN,,,Vocal," TABLA-  NAFEES AHMED,   HARMONIUM-  JAIRAM POTDAR,  TANPURA- SUBHASH DIXIT & DURGA SHARMA",MALKAUNS (NIGHT),EK TAL,DHEET LANGAR MANAT NAAHIN BAAR BAAR KARAT THITOLI,,,,,AKASHVANI SANGEET SAMMELAN-2010 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 03,DHEET LANGAR MANAT NAAHIN BAAR BAAR KARAT THITOLI,,JALANDHAR,,05-06-2015 14:44,05-06-2015 14:44,Ingest,1,1,16
Pilu-1,Pilu,C#,HINDUSTANI CLASSICAL VOCAL BY PT. DHARAM NATH MISHRA PART 02,,,PT. DHARAM NATH MISHRA,,,Vocal,"TABLA-  THAKUR PRASAD MISHRA,  SARANGI-  VINOD KUMAR MISHRA",MISHRA PILU (EVENING),,TANI JAGO BALAM...,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  THAKUR PRASAD MISHRA,  SARANGI-  VINOD KUMAR MISHRA",,,,,,PART 02,,,,,12-02-2015 11:35,12-02-2015 11:35,Ingest,1,1,22
Majh_khamaj-1,Majh_khamaj,D#,HINDUSTANI CLASSICAL VOCAL BY MANOJIT MALLIK,,,MANOJIT MALLIK,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA,  SARANGI- SARWAR HUSSAIN",MANJH KHAMAJ (EVENING),,,,,,THUMARI,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,,,KOLKATA,,04-06-2015 11:04,04-06-2015 11:04,Ingest,1,1,31
Majh_khamaj-3,Majh_khamaj,C#,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA",MANJH KHAMAJ (EVENING),,,,,,JHOOLA (FOLK),NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 03,,,KOLKATA,,08-06-2015 12:59,08-06-2015 12:59,Ingest,1,1,11
Salagwarali-1,Salagwarali,D,HINDUSTANI CLASSICAL VOCAL BY BALCHANDRA NAKOD,BALACHANDRA NAKOD (VOCAL),,,,,Vocal," TABLA-   RAJENDRA NAKOD,   HARMONIUM-   ASHWINI WALWALKAR,   VIOLIN-   SHANKAR KABADI",SALAGWARALI (MORNING),EK TAL,,,,,,AKASHVANI SANGEET SAMMELAN - 2012,,,,,,,CUT-01,,,,,09-09-2015 11:15,09-09-2015 11:15,Ingest,1,1,111
Maru_bihaag-3,Maru_bihaag,G#,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRISH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",MARU BIHAG (NIGHT),TEEN TAL,ALSAYE NAYAN,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,ALSAYE NAYAN,,MUMBAI,,08-06-2015 10:58,08-06-2015 10:58,Ingest,1,1,37
Bhinna_shadaja-1,Bhinna_shadaja,D#,HINDUSTANI CLASSICAL VOCAL BY PRAKASH SANGEET,PRAKASH SANGEET (VOCAL),THIRUTHURAIYUR T.N. KALIYAMOORTHY,,,,Vocal," TABLA-   VISHWANATH SHIRODKAR, HARMONIUM-   SEEMA SHIRODKAR",BHINNA SHADAJA (NIGHT),MADHYALAYA,"RADHIKA RAMAN GIRDHARI,",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,22-07-2015 15:20,22-07-2015 15:20,Ingest,1,1,49
Maru_bihaag-9,Maru_bihaag,D#,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH & RAJNISH MISHRA,,,RITESH & RAJNISH MISHRA,,,Vocal Duet,"TABLA-  SHRI NAKUL MISHRA,  HARMONIUM-  AJAY JOGLEKAR",MARU BIHAG (NIGHT),EK TAL,PAYYAN TORI LAGI RAHOON SAYYAN,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,PAYYAN TORI LAGI RAHOON SAYYAN,,DELHI,,11-05-2015 11:20,11-05-2015 11:20,Ingest,1,1,56
Maru_bihaag-8,Maru_bihaag,D,HINDUSTANI CLASSICAL VOCAL BY PT. DINA NATH MISHRA,DINA NATH MISHRA (PUNDIT) (VOCAL),,,,,Vocal," TABLA-   JAI SHANKAR MISHRA,   HARMONIUM-   SMT. PAROMITA MUKHERJEE,",MARU BIHAG (NIGHT),EK TAL,,,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN - 2012,,,,,,,CUT-01,,,,,09-09-2015 11:45,09-09-2015 11:45,Ingest,1,1,113
Maru_bihaag-7,Maru_bihaag,D#,HINDUSTANI CLASSICAL VOCAL BY RAJENDRA SINGH,,,RAJENDRA SINGH,,,Vocal,"TABLA-  VINOD LELE, HAMONIUM- PAROMITA MUKHERJEE",MARU BIHAG (NIGHT),EK TAL,KAL NAHIN AYE,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,KAL NAHIN AYE,,DELHI,,04-06-2015 13:01,04-06-2015 13:01,Ingest,1,1,70
Jaijaiwanti-2,Jaijaiwanti,A#,HINDUSTANI CLASSICAL VOCAL BY ANJANA NATH,,,ANJANA NATH,,VOCAL RECITAL,Vocal,"TABLA- PARIMAL CHAKARAVARTY,   HARMONIUM-  DINKER SHARMA",JAIJAIWANTI (NIGHT),EK TAL,"LAL MOSE PREET NA JANO, DESI MARO DONGAR RE",,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,"LAL MOSE PREET NA JANO, DESI MARO DONGAR RE",,UTTAR PRADESH,,11-08-2015 16:35,11-08-2015 16:35,Ingest,1,1,73
Maru_bihaag-5,Maru_bihaag,A#,HINDUSTANI CLASSICAL VOCAL BY SUSHRI. VIRAJ AMAR,,,SUSHRI. VIRAJ AMAR,,VOCAL RECITAL,Vocal, TABLA-   VINOD VAISHNAV  SARANGI-  ALLAH RAKHA KALAWANT  HARMONIUM-  JAYANT PHARKE,MARU BIHAG (NIGHT),EK TAL,RASIYA HO NA JA,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,16-06-2015 15:59,16-06-2015 15:59,Ingest,1,1,75
Maru_bihaag-2,Maru_bihaag,A#,HINDUSTANI CLASSICAL VOCAL BY RITA ROY,,,RITA ROY,,,Vocal," TABLA-  PT. SUJEET SAHA,   HARMONIUM-  RATTAN NATTO",MARU BIHAG (NIGHT),EK TAL,RASIA HO NA JAYE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,RASIA HO NA JAYE,,KOLKATA,,12-05-2015 14:34,12-05-2015 14:34,Ingest,1,1,78
Maru_bihaag-11,Maru_bihaag,D#,HINDUSTANI CLASSICAL VOCAL BY PRABHAKR KASHYAP &  DIWAKAR KASHYAP (TAAL-VILAMBIT IN EK TAAL & MADHIYALAY IN TEEN TAAL) PART 01,,,PRABHAKR KASHYAP &  DIWAKAR KASHYAP,Santoor,,Vocal Duet,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",MARU BIHAG (NIGHT),TEEN TAL,TAIYAIN TORI LAG RAHI (JANAM JANAM) RAT KE ALSWAYE PIYA (KAHU KALWARIYA),,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",,,,,,PART 01,,,,,10-02-2015 16:30,10-02-2015 16:30,Ingest,1,1,82
Maru_bihaag-4,Maru_bihaag,C#,HINDUSTANI CLASSICAL VOCAL BY AJAY CHAKRAVARTY,AJAY CHAKRAVARTY (Pundit) (VOCAL),,AJAY CHAKRAVARTY,,,Vocal, TABLA-  SAMAR SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA,MARU BIHAG (NIGHT),EK TAL,RATIYA HAMARI BERAN BHAE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,RATIYA HAMARI BERAN BHAE,,KOLKATA,,08-06-2015 11:55,08-06-2015 11:55,Ingest,1,1,96
Marwa-1,Marwa,E,HINDUSTANI CLASSICAL VOCAL BY SRI M. VENKATESH KUMAR,,,M. VENKATESH KUMAR,,,Vocal," TABLA-  PANDIT RAGHUNATH 	NAKOD,   HARMONIUM-  SRI VASNTKANAKAPUR",MARWA (EVENING),EK TAL,PIYA MORE ANATH,,,,VILAMBIT KHAYAL,NATIONAL PROG. OF MUSIC,,,,,,,PART 01,PIYA MORE ANATH,,DHARWAD,,12-05-2015 14:04,12-05-2015 14:04,Ingest,1,1,55
